答题序号,来源,Q1_1、您的年龄为,Q2_您的性别,Q3_您的学历为：,Q4_您的月收入为：,Q5_您所在的地区为：,Q6_您的职业为：,Q7_您消费过以下哪类虚拟偶像：,Q8_您选择消费虚拟偶像的目的是：,Q9_您最近一年是否消费过虚拟偶像？（如漫画周边、演唱会等）,Q10_您能够接受的虚拟偶像相关产品的价格范围是：,Q11_您为以下哪种方面付费过？,Q12_您更倾向于消费哪一类虚拟偶像相关产品：,Q13_下列因素影响了您对虚拟偶像的付费程度,Q14_您觉得虚拟偶像是否能满足您的需求：,Q15_您是否有消费虚拟偶像的需求：,Q16_假如您打算消费虚拟偶像的话，您会从哪个方面进行选择：,Q17_倘若您愿意进行虚拟偶像的付费，您能够接受的虚拟偶像相关产品的价格范围是：,Q18_您更倾向于在消费哪一类虚拟偶像相关产品：,Q19_您认为现下虚拟偶像的发展处于哪个阶段？,Q20_您身边的亲戚、朋友、同事等人是否知道或者消费虚拟偶像？,Q21_假如虚拟偶像发展成熟，满足了您的需求，您是否愿意使用虚拟偶像来代替流量明星？,Q22_您认为虚拟偶像 未来的发展前景是：,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
312,E_307_56497f18c1a87d21ce4f3702_4YDNxETM,19-29 岁,男,本科,5000-9999 元,西北地区(包括宁夏、新疆、青海、陕西、甘肃),普通职员,洛天依|A-SOUL（嘉然今天吃什么）,娱乐消费，能够带来快乐|精神寄托,花过，200 元以下,不愿付费,,,,不一定，因为我还没有进一步消费体验,有，我需要虚拟偶像。,虚拟偶像产品的质量和丰富度,每月 50 元以下,代言品牌|线上/线下 演唱会,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:37:43,2022-02-04 16:40:17,02分34秒,陕西省,咸阳市,123.139.61.101,Chrome 86.0.4240.99,Android Linux 8.0.0
313,E_307_518a6f91ffb53a74cbbef612_4YDNxETM,46 岁及以上,男,硕士研究生,5000-9999 元,西南地区（包括重庆、程度、云南、贵州、西藏）,无业人员,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,亲朋好友的推荐及评价,不愿付费（跳转 14 题）,代言品牌,不太清楚,不太清楚,不会，更喜欢追求真人明星,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 16:37:43,2022-02-04 16:40:20,02分37秒,云南省,昆明市,112.112.232.200,Chrome 55.0.2883.91,Android Linux 6.0
314,E_307_61f2901933f0c4d2441741f3_4YDNxETM,19-29 岁,女,本科,5000-9999 元,东北地区（包括黑龙江、吉林、辽宁）,学生,柳叶熙,娱乐消费，能够带来快乐,花过，200至 500 元,每月 50 到 200 元,代言品牌|漫画等周边,漫画等周边,虚拟偶像种类:80.0|相关产品的丰富度:20.0|付费价格:0.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:37:54,2022-02-04 16:40:27,02分33秒,吉林省,,111.25.250.229,Chrome 77.0.3865.92,Android Linux 10
315,E_307_61f21ee433f0c4d24211b602_4YDNxETM,19-29 岁,女,本科,暂无收入,华中地区(包括湖北、湖南、河南),学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 元以下,漫画等周边,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 16:37:28,2022-02-04 16:40:29,03分01秒,湖南省,衡阳市,36.157.254.226,Chrome 88.0.4324.93,Android Linux 10
316,E_307_619b244a1b242552784231fd_4YDNxETM,12-18 岁,女,高中,2000 元以下,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),学生,A-SOUL（嘉然今天吃什么）,不会塌房，追星更加稳定,花过，501 元到 1000 元,每月 201 至 500 元,漫画等周边,线上/线下 演唱会,虚拟偶像种类:22.0|相关产品的丰富度:37.0|付费价格:41.0|其他:0.0,,,,,,推广意义不大，日常流量明星就已经能够满足需要,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 16:38:01,2022-02-04 16:40:30,02分29秒,福建省,泉州市,112.47.193.96,Chrome 83.0.4103.106,Android Linux 11
317,E_307_61eeadd31b2425ff3e9d62bf_4YDNxETM,19-29 岁,女,本科,10000-15000 元,华中地区(包括湖北、湖南、河南),企业管理人员,A-SOUL（嘉然今天吃什么）|柳叶熙,精神寄托,花过，200至 500 元,不愿付费,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 501 到 1000 元,直播打赏,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 16:38:01,2022-02-04 16:40:44,02分43秒,河北省,沧州市,120.11.59.144,Chrome 83.0.4103.101,Android Linux 10
318,E_307_61f8c30b33f0c4d2441d149b_4YDNxETM,12-18 岁,男,本科,2000-4999 元,东北地区（包括黑龙江、吉林、辽宁）,学生,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,每月 50 元以下,漫画等周边|游戏,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:38:17,2022-02-04 16:40:46,02分29秒,,,39.144.155.141,Chrome 90.0.4430.210,Android Linux 11
319,E_307_5cac7a36c1a87d33c6881c6a_4YDNxETM,19-29 岁,男,本科,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),普通职员,洛天依|柳叶熙,不会塌房，追星更加稳定|精神寄托|审美需要,花过，200至 500 元,每月 50 元以下,代言品牌|漫画等周边|线上/线下 演唱会|游戏,漫画等周边|线上/线下 演唱会|游戏,虚拟偶像种类:46.0|相关产品的丰富度:24.0|付费价格:30.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:38:14,2022-02-04 16:40:46,02分32秒,吉林省,,117.136.6.75,Chrome 83.0.4103.101,Android Linux 10
320,E_307_600a5c3733f0c4ec9815d914_4YDNxETM,19-29 岁,女,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,虚拟偶像的外型设计,不愿付费（跳转 14 题）,漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:38:16,2022-02-04 16:40:47,02分31秒,四川省,南充市,117.177.23.44,Chrome 77.0.3865.92,Android Linux 10
321,E_307_56bc465dc1a87d36bef995a4_4YDNxETM,12-18 岁,男,本科,2000-4999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通工人,初音未来|柳叶熙,不会塌房，追星更加稳定,花过，200至 500 元,不愿付费,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的外型设计,每月 50 元以下,漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 16:37:48,2022-02-04 16:40:51,03分03秒,浙江省,杭州市,125.210.239.47,Chrome 88.0.4324.93,Android Linux 10
322,E_307_518a6c6fffb53a74c13fff75_4YDNxETM,46 岁及以上,男,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),政府/事业单位人员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,不愿付费（跳转 14 题）,线上/线下 演唱会,创立阶段，虚拟偶像种类不多，相关的产品也不多,不太清楚,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 16:38:23,2022-02-04 16:40:53,02分30秒,山东省,泰安市,61.156.36.200,Chrome 86.0.4240.198,Windows 10
323,E_307_5b1fc2acc1a87d6d00cdea02_4YDNxETM,12-18 岁,男,本科,2000-4999 元,东北地区（包括黑龙江、吉林、辽宁）,学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,有，我需要虚拟偶像。,虚拟偶像的外型设计,不愿付费（跳转 14 题）,漫画等周边|游戏,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,不太清楚,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:38:12,2022-02-04 16:40:57,02分45秒,江苏省,镇江市,58.217.8.27,Chrome 74.0.3729.136,Android Linux 9
324,E_307_518a69dcffb53a74cbbd3768_4YDNxETM,30-45 岁,男,硕士研究生,5000-9999 元,华北地区(包括北京、天津、河北、山西、内蒙古),企业管理人员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 元以下,漫画等周边,推广意义不大，日常流量明星就已经能够满足需要,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 16:37:52,2022-02-04 16:40:58,03分06秒,天津市,天津市,111.163.23.167,Chrome 86.0.4240.198,Windows 7
325,E_307_61163c0a33f0c47c8628740b_4YDNxETM,19-29 岁,男,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,初音未来|洛天依|柳叶熙,娱乐消费，能够带来快乐|审美需要,花过，1000 元以上,每月 501 到 1000 元,直播打赏|线上/线下 演唱会,直播打赏|线上/线下 演唱会,虚拟偶像种类:20.0|相关产品的丰富度:24.0|付费价格:42.0|其他:14.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:38:20,2022-02-04 16:40:59,02分39秒,山东省,青岛市,117.136.95.115,Chrome 79.0.3945.116,Android Linux 9
326,E_307_61fce4f41b2425ff3c9aff0c_4YDNxETM,12-18 岁,女,高中,2000 元以下,东北地区（包括黑龙江、吉林、辽宁）,学生,初音未来,不会塌房，追星更加稳定|精神寄托|审美需要,花过，200 元以下,每月 50 到 200 元,漫画等周边,漫画等周边,虚拟偶像种类:16.0|相关产品的丰富度:61.0|付费价格:23.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 16:38:29,2022-02-04 16:41:01,02分32秒,吉林省,,36.104.71.245,Chrome 88.0.4324.93,Android Linux 10
327,E_307_61ef78391b2425ff3c97bf05_4YDNxETM,19-29 岁,女,初中及以下,2000-4999 元,西南地区（包括重庆、程度、云南、贵州、西藏）,无业人员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,每月 50 元以下,直播打赏|代言品牌,不太清楚,不太清楚,视具体情况而定，愿意同时接受两种偶像方式,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 16:36:43,2022-02-04 16:41:04,04分21秒,贵州省,贵阳市,103.85.144.206,Chrome 92.0.4515.131,Android Linux 11
328,E_307_61f8a83033f0c4d2441cfd79_4YDNxETM,19-29 岁,男,本科,2000-4999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),学生,初音未来|洛天依,娱乐消费，能够带来快乐|审美需要,花过，200至 500 元,每月 201 至 500 元,代言品牌|漫画等周边|游戏,代言品牌|漫画等周边,虚拟偶像种类:59.0|相关产品的丰富度:22.0|付费价格:19.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:38:36,2022-02-04 16:41:04,02分28秒,浙江省,嘉兴市,39.190.176.99,Chrome 83.0.4103.106,Android Linux 11
329,E_307_61f2a10f1b2425ff3d9c52e6_4YDNxETM,30-45 岁,男,硕士研究生,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像产品的质量和丰富度,每月 50 到 200 元,线上/线下 演唱会|游戏,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:38:40,2022-02-04 16:41:09,02分29秒,江苏省,徐州市,180.117.212.181,Chrome 88.0.4324.93,Android Linux 10
330,E_307_603b697333f0c476a98e740b_4YDNxETM,30-45 岁,女,大专,10000-15000 元,华北地区(包括北京、天津、河北、山西、内蒙古),企业管理人员,初音未来|洛天依|A-SOUL（嘉然今天吃什么）|柳叶熙|aespa,娱乐消费，能够带来快乐|不会塌房，追星更加稳定|精神寄托|审美需要,花过，1000 元以上,每月 1000 元以上,直播打赏|代言品牌|漫画等周边|线上/线下 演唱会|游戏,直播打赏|代言品牌|漫画等周边|线上/线下 演唱会|游戏,虚拟偶像种类:51.0|相关产品的丰富度:27.0|付费价格:14.0|其他:8.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:38:10,2022-02-04 16:41:10,03分00秒,河南省,郑州市,171.10.150.116,Chrome 87.0.4280.101,Android Linux 10
331,E_307_61f51ddc1b2425ff3fa49382_4YDNxETM,19-29 岁,女,本科,10000-15000 元,西南地区（包括重庆、程度、云南、贵州、西藏）,政府/事业单位人员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的外型设计,每月 50 元以下,漫画等周边|线上/线下 演唱会|游戏,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 16:38:45,2022-02-04 16:41:15,02分30秒,四川省,成都市,117.136.62.17,Unknown Browser,iPhone iOS 15.2.1
332,E_307_5fd042f733f0c492b0f4449d_4YDNxETM,19-29 岁,男,本科,2000 元以下,西北地区(包括宁夏、新疆、青海、陕西、甘肃),普通职员,初音未来|A-SOUL（嘉然今天吃什么）|aespa,娱乐消费，能够带来快乐|精神寄托,花过，200至 500 元,每月 50 元以下,代言品牌,代言品牌|线上/线下 演唱会,虚拟偶像种类:22.0|相关产品的丰富度:28.0|付费价格:22.0|其他:28.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 16:38:39,2022-02-04 16:41:16,02分37秒,陕西省,西安市,117.136.86.119,Chrome 86.0.4240.99,Android Linux 10
333,E_307_61ee3b6f33f0c4d2420f57e4_4YDNxETM,19-29 岁,女,大专,2000-4999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,不愿付费（跳转 14 题）,漫画等周边|线上/线下 演唱会,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,不太清楚,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 16:38:48,2022-02-04 16:41:18,02分30秒,江苏省,南京市,111.208.112.84,Chrome 88.0.4324.93,Android Linux 10
334,E_307_61ed63fb33f0c4d24311851f_4YDNxETM,19-29 岁,女,大专,暂无收入,华南地区(包括广东、广西、海南、澳门、香港),学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,不愿付费（跳转 14 题）,漫画等周边|线上/线下 演唱会,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,不会，更喜欢追求真人明星,一般，流量明星仍然是占据主流,2022-02-04 16:38:42,2022-02-04 16:41:18,02分36秒,广东省,湛江市,183.0.88.170,Chrome 88.0.4324.93,Android Linux 10
