答题序号,来源,Q1_1、您的年龄为,Q2_您的性别,Q3_您的学历为：,Q4_您的月收入为：,Q5_您所在的地区为：,Q6_您的职业为：,Q7_您消费过以下哪类虚拟偶像：,Q8_您选择消费虚拟偶像的目的是：,Q9_您最近一年是否消费过虚拟偶像？（如漫画周边、演唱会等）,Q10_您能够接受的虚拟偶像相关产品的价格范围是：,Q11_您为以下哪种方面付费过？,Q12_您更倾向于消费哪一类虚拟偶像相关产品：,Q13_下列因素影响了您对虚拟偶像的付费程度,Q14_您觉得虚拟偶像是否能满足您的需求：,Q15_您是否有消费虚拟偶像的需求：,Q16_假如您打算消费虚拟偶像的话，您会从哪个方面进行选择：,Q17_倘若您愿意进行虚拟偶像的付费，您能够接受的虚拟偶像相关产品的价格范围是：,Q18_您更倾向于在消费哪一类虚拟偶像相关产品：,Q19_您认为现下虚拟偶像的发展处于哪个阶段？,Q20_您身边的亲戚、朋友、同事等人是否知道或者消费虚拟偶像？,Q21_假如虚拟偶像发展成熟，满足了您的需求，您是否愿意使用虚拟偶像来代替流量明星？,Q22_您认为虚拟偶像 未来的发展前景是：,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
298,E_307_5a44f6a6c1a87d059858ee51_yMDNxETM,19-29 岁,男,本科,2000-4999 元,西北地区(包括宁夏、新疆、青海、陕西、甘肃),企业管理人员,柳叶熙,不会塌房，追星更加稳定|审美需要,花过，501 元到 1000 元,每月 50 到 200 元,线上/线下 演唱会,代言品牌,虚拟偶像种类:71.0|相关产品的丰富度:29.0|付费价格:0.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:45:35,2022-02-04 11:54:15,04分34秒,广东省,广州市,180.91.164.201,Chrome 83.0.4103.106,Android Linux 10
299,E_307_598dd9d2c1a87d31b18eb639_yMDNxETM,30-45 岁,女,本科,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),企业管理人员,柳叶熙|aespa,娱乐消费，能够带来快乐,花过，200 元以下,每月 50 元以下,代言品牌,代言品牌,虚拟偶像种类:17.0|相关产品的丰富度:20.0|付费价格:63.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:51:40,2022-02-04 11:54:16,02分36秒,香港特别行政区,,138.19.103.93,Chrome 97.0.4692.98,Android Linux 12
300,E_307_61ccdb721b2425214f8a6d12_yMDNxETM,12岁以下,男,初中及以下,暂无收入,西北地区(包括宁夏、新疆、青海、陕西、甘肃),学生,初音未来|洛天依|柳叶熙,不会塌房，追星更加稳定,花过，200至 500 元,不愿付费,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 到 200 元,直播打赏|代言品牌,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:50:55,2022-02-04 11:54:18,03分23秒,黑龙江省,哈尔滨市,42.102.226.97,Chrome 86.0.4240.99,Android Linux 11
301,E_307_61cd9cac33f0c45b64805387_yMDNxETM,19-29 岁,女,本科,10000-15000 元,华中地区(包括湖北、湖南、河南),普通职员,A-SOUL（嘉然今天吃什么）,精神寄托,花过，501 元到 1000 元,每月 201 至 500 元,漫画等周边,线上/线下 演唱会,虚拟偶像种类:92.0|相关产品的丰富度:0.0|付费价格:0.0|其他:8.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:51:47,2022-02-04 11:54:19,02分32秒,黑龙江省,哈尔滨市,42.102.167.199,Chrome 83.0.4103.106,Android Linux 10
302,E_307_61ea9e3f33f0c4d2440f2376_yMDNxETM,19-29 岁,女,本科,2000-4999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),学生,洛天依|柳叶熙|aespa,娱乐消费，能够带来快乐|不会塌房，追星更加稳定|精神寄托,花过，200至 500 元,每月 50 到 200 元,代言品牌|漫画等周边|线上/线下 演唱会,代言品牌|漫画等周边,虚拟偶像种类:39.0|相关产品的丰富度:22.0|付费价格:25.0|其他:14.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 11:51:53,2022-02-04 11:54:25,02分32秒,贵州省,,117.189.178.39,Chrome 83.0.4103.106,Android Linux 11
303,E_307_61a764001b2425a6c4475940_yMDNxETM,19-29 岁,女,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),个体经营者/承包商,初音未来,娱乐消费，能够带来快乐|不会塌房，追星更加稳定|精神寄托,花过，200 元以下,每月 50 元以下,代言品牌|漫画等周边,直播打赏|漫画等周边|线上/线下 演唱会,虚拟偶像种类:19.0|相关产品的丰富度:11.0|付费价格:50.0|其他:20.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,不会，更喜欢追求真人明星,一般，流量明星仍然是占据主流,2022-02-04 11:52:09,2022-02-04 11:54:38,02分29秒,浙江省,杭州市,115.197.253.255,Unknown Browser,iPhone iOS 14.8.1
304,E_307_518a673effb53a74b7eaffee_yMDNxETM,30-45 岁,男,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,洛天依,不会塌房，追星更加稳定,花过，200至 500 元,每月 50 元以下,代言品牌,代言品牌,虚拟偶像种类:24.0|相关产品的丰富度:76.0|付费价格:0.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 11:51:55,2022-02-04 11:54:38,02分43秒,,,39.144.43.28,Unknown Browser,iPhone iOS 14.7.1
305,E_307_60e523f033f0c40819223fad_yMDNxETM,12-18 岁,女,本科,暂无收入,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,不愿付费（跳转 14 题）,线上/线下 演唱会,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,不会，更喜欢追求真人明星,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:52:14,2022-02-04 11:54:45,02分31秒,江西省,南昌市,182.102.146.1,Chrome 88.0.4324.93,Android Linux 10
306,E_307_5a71948bc1a87d61ec894d81_yMDNxETM,19-29 岁,女,大专,2000-4999 元,华北地区(包括北京、天津、河北、山西、内蒙古),自由职业者,柳叶熙,精神寄托,花过，200至 500 元,每月 50 到 200 元,漫画等周边,漫画等周边,虚拟偶像种类:44.0|相关产品的丰富度:56.0|付费价格:0.0|其他:0.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,没有,不会，更喜欢追求真人明星,一般，流量明星仍然是占据主流,2022-02-04 11:52:10,2022-02-04 11:54:50,02分40秒,黑龙江省,哈尔滨市,42.102.133.47,Chrome 70.0.3538.110,Android Linux 8.0.0
307,E_307_60f227ee33f0c4284686ae99_yMDNxETM,19-29 岁,男,本科,2000-4999 元,华南地区(包括广东、广西、海南、澳门、香港),普通职员,初音未来|洛天依,不会塌房，追星更加稳定|审美需要,花过，200至 500 元,每月 50 元以下,代言品牌|漫画等周边,代言品牌|漫画等周边,虚拟偶像种类:50.0|相关产品的丰富度:20.0|付费价格:20.0|其他:10.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:51:46,2022-02-04 11:55:00,03分14秒,广西壮族自治区,玉林市,171.106.34.15,Chrome 88.0.4324.93,Android Linux 10
308,E_307_60f16b411b24254c4349c7bf_yMDNxETM,12-18 岁,女,本科,10000-15000 元,华南地区(包括广东、广西、海南、澳门、香港),普通工人,初音未来|洛天依,精神寄托,花过，501 元到 1000 元,每月 501 到 1000 元,直播打赏|代言品牌,漫画等周边|线上/线下 演唱会,虚拟偶像种类:34.0|相关产品的丰富度:20.0|付费价格:39.0|其他:7.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,不会，更喜欢追求真人明星,一般，流量明星仍然是占据主流,2022-02-04 11:52:07,2022-02-04 11:55:00,02分53秒,湖南省,长沙市,106.19.194.162,Chrome 88.0.4324.93,Android Linux 10
309,E_307_61db896c1b2425aa71e71cfc_yMDNxETM,30-45 岁,男,大专,5000-9999 元,华北地区(包括北京、天津、河北、山西、内蒙古),个体经营者/承包商,初音未来|柳叶熙,娱乐消费，能够带来快乐,花过，200 元以下,每月 50 到 200 元,线上/线下 演唱会,线上/线下 演唱会,虚拟偶像种类:64.0|相关产品的丰富度:36.0|付费价格:0.0|其他:0.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:51:50,2022-02-04 11:55:09,03分19秒,山西省,太原市,221.205.6.171,Chrome 88.0.4324.93,Android Linux 10
310,E_307_5c03487ac1a87d387d7d1560_yMDNxETM,19-29 岁,女,硕士研究生,5000-9999 元,华南地区(包括广东、广西、海南、澳门、香港),政府/事业单位人员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,有，我需要虚拟偶像。,虚拟偶像产品的质量和丰富度,每月 50 元以下,漫画等周边,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:52:40,2022-02-04 11:55:09,02分29秒,湖南省,株洲市,36.157.164.53,Chrome 88.0.4324.93,Android Linux 10
311,E_307_61c679591b24259c2beb5766_yMDNxETM,19-29 岁,女,大专,2000-4999 元,华中地区(包括湖北、湖南、河南),自由职业者,A-SOUL（嘉然今天吃什么）,不会塌房，追星更加稳定,花过，200至 500 元,每月 50 到 200 元,代言品牌|线上/线下 演唱会,代言品牌|线上/线下 演唱会,虚拟偶像种类:16.0|相关产品的丰富度:31.0|付费价格:25.0|其他:28.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,不会，更喜欢追求真人明星,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:52:41,2022-02-04 11:55:12,02分31秒,,,39.144.101.29,Chrome 83.0.4103.106,Android Linux 11
312,E_307_610f0f8f1b242516e76fbd12_yMDNxETM,19-29 岁,男,本科,10000-15000 元,华中地区(包括湖北、湖南、河南),普通职员,初音未来|A-SOUL（嘉然今天吃什么）,娱乐消费，能够带来快乐|不会塌房，追星更加稳定,花过，200至 500 元,每月 201 至 500 元,代言品牌|漫画等周边,直播打赏|代言品牌,虚拟偶像种类:51.0|相关产品的丰富度:23.0|付费价格:26.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:52:08,2022-02-04 11:55:18,03分10秒,山东省,烟台市,123.130.0.169,Chrome 86.0.4240.198,Windows 10
313,E_307_601196cf33f0c4c009a6ca98_yMDNxETM,19-29 岁,男,本科,10000-15000 元,华中地区(包括湖北、湖南、河南),普通职员,洛天依,娱乐消费，能够带来快乐|不会塌房，追星更加稳定|精神寄托,花过，501 元到 1000 元,每月 201 至 500 元,直播打赏|漫画等周边|线上/线下 演唱会,直播打赏|代言品牌|漫画等周边|线上/线下 演唱会,虚拟偶像种类:34.0|相关产品的丰富度:30.0|付费价格:30.0|其他:6.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 11:45:41,2022-02-04 11:55:20,09分39秒,江西省,,61.242.131.62,Chrome 83.0.4103.106,Android Linux 10
314,E_307_61c572f81b24259c2ced4c81_yMDNxETM,19-29 岁,女,大专,暂无收入,华南地区(包括广东、广西、海南、澳门、香港),学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的外型设计,每月 50 元以下,漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 11:52:51,2022-02-04 11:55:22,02分31秒,广东省,潮州市,119.120.242.55,Chrome 88.0.4324.93,Android Linux 10
315,E_307_5c7e2f52c1a87d2bc87a0ca2_yMDNxETM,46 岁及以上,男,本科,5000-9999 元,西南地区（包括重庆、程度、云南、贵州、西藏）,普通职员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 元以下,代言品牌,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:52:55,2022-02-04 11:55:29,02分34秒,四川省,成都市,182.144.176.163,Chrome 86.0.4240.99,Android Linux 8.0.0
316,E_307_5225a1ea611ebf0a42e569bb_yMDNxETM,30-45 岁,女,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,我只听说过，但是没有消费过,,,,,,,可以，我觉得虚拟偶像能满足我的需求,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,每月 50 元以下,直播打赏,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 11:52:49,2022-02-04 11:55:29,02分40秒,,,39.144.39.229,Unknown Browser,iPhone iOS 15.2.1
317,E_307_56c2fc2ac1a87d75586dedf0_yMDNxETM,30-45 岁,男,本科,10000-15000 元,东北地区（包括黑龙江、吉林、辽宁）,企业管理人员,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,有，我需要虚拟偶像。,虚拟偶像的才艺多样化,不愿付费（跳转 14 题）,代言品牌|漫画等周边|线上/线下 演唱会,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,没有,不会，更喜欢追求真人明星,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:52:14,2022-02-04 11:55:33,03分19秒,吉林省,长春市,139.214.254.137,Unknown Browser,iPhone iOS 13.3.1
318,E_307_5c85c829c1a87d504198d1d7_yMDNxETM,19-29 岁,男,本科,2000-4999 元,华中地区(包括湖北、湖南、河南),学生,初音未来|洛天依|柳叶熙,娱乐消费，能够带来快乐,从未,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的外型设计,不愿付费（跳转 14 题）,代言品牌|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,不会，更喜欢追求真人明星,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:52:18,2022-02-04 11:55:38,03分20秒,广东省,广州市,58.63.37.242,Chrome 86.0.4240.198,Windows 7
319,E_307_5d312f89c4613109feb32fb0_yMDNxETM,30-45 岁,女,硕士研究生,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,初音未来|洛天依|柳叶熙|aespa,不会塌房，追星更加稳定|精神寄托,花过，501 元到 1000 元,每月 201 至 500 元,代言品牌|线上/线下 演唱会,代言品牌|漫画等周边|线上/线下 演唱会,虚拟偶像种类:49.0|相关产品的丰富度:27.0|付费价格:24.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:51:47,2022-02-04 11:55:43,03分56秒,江苏省,南京市,111.208.112.12,Chrome 86.0.4240.99,Android Linux 11
320,E_307_60e1ab7a33f0c4081b240b22_yMDNxETM,19-29 岁,男,本科,15001-20000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,初音未来|洛天依|柳叶熙,不会塌房，追星更加稳定|精神寄托|审美需要,花过，501 元到 1000 元,每月 201 至 500 元,直播打赏|代言品牌|漫画等周边|线上/线下 演唱会,直播打赏|漫画等周边|线上/线下 演唱会,虚拟偶像种类:34.0|相关产品的丰富度:25.0|付费价格:21.0|其他:20.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 11:52:23,2022-02-04 11:55:45,03分22秒,新疆维吾尔自治区,阿克苏地区,223.117.125.240,Chrome 83.0.4103.106,Android Linux 10
