答题序号,来源,Q1_1、您的年龄为,Q2_您的性别,Q3_您的学历为：,Q4_您的月收入为：,Q5_您所在的地区为：,Q6_您的职业为：,Q7_您消费过以下哪类虚拟偶像：,Q8_您选择消费虚拟偶像的目的是：,Q9_您最近一年是否消费过虚拟偶像？（如漫画周边、演唱会等）,Q10_您能够接受的虚拟偶像相关产品的价格范围是：,Q11_您为以下哪种方面付费过？,Q12_您更倾向于消费哪一类虚拟偶像相关产品：,Q13_下列因素影响了您对虚拟偶像的付费程度,Q14_您觉得虚拟偶像是否能满足您的需求：,Q15_您是否有消费虚拟偶像的需求：,Q16_假如您打算消费虚拟偶像的话，您会从哪个方面进行选择：,Q17_倘若您愿意进行虚拟偶像的付费，您能够接受的虚拟偶像相关产品的价格范围是：,Q18_您更倾向于在消费哪一类虚拟偶像相关产品：,Q19_您认为现下虚拟偶像的发展处于哪个阶段？,Q20_您身边的亲戚、朋友、同事等人是否知道或者消费虚拟偶像？,Q21_假如虚拟偶像发展成熟，满足了您的需求，您是否愿意使用虚拟偶像来代替流量明星？,Q22_您认为虚拟偶像 未来的发展前景是：,开始时间,提交时间,答题时长,IP省份,IP城市,IP地址,浏览器,操作系统
365,E_307_619a4ce41b242552773c5f59_2IDNxETM,19-29 岁,女,本科,2000 元以下,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),学生,初音未来|洛天依,精神寄托,花过，200 元以下,不愿付费,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像的才艺多样化,每月 50 元以下,漫画等周边|线上/线下 演唱会,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 10:49:11,2022-02-04 10:51:43,02分32秒,江西省,赣州市,183.217.194.230,Chrome 88.0.4324.93,Android Linux 10
366,E_307_5c065ac2c1a87d24926d570d_2IDNxETM,19-29 岁,男,本科,2000-4999 元,华北地区(包括北京、天津、河北、山西、内蒙古),学生,初音未来|洛天依|柳叶熙,娱乐消费，能够带来快乐|精神寄托,从未,,,,,可以，我觉得虚拟偶像能满足我的需求,有，我需要虚拟偶像。,虚拟偶像的外型设计,不愿付费（跳转 14 题）,代言品牌|漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,不会，更喜欢追求真人明星,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:47:00,2022-02-04 10:51:49,04分49秒,广东省,广州市,113.119.11.16,Chrome 86.0.4240.198,Windows 7
367,E_307_61ebb68033f0c4d24410319e_2IDNxETM,30-45 岁,男,本科,5000-9999 元,西南地区（包括重庆、程度、云南、贵州、西藏）,企业管理人员,洛天依,娱乐消费，能够带来快乐|不会塌房，追星更加稳定,花过，501 元到 1000 元,每月 201 至 500 元,漫画等周边,直播打赏,虚拟偶像种类:24.0|相关产品的丰富度:29.0|付费价格:47.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:48:33,2022-02-04 10:51:51,03分18秒,四川省,成都市,117.136.63.75,Chrome 84.0.4147.89,Windows 10
368,E_307_60db52b51b24255763b41548_2IDNxETM,19-29 岁,男,本科,2000 元以下,西南地区（包括重庆、程度、云南、贵州、西藏）,学生,初音未来|柳叶熙,精神寄托,花过，200至 500 元,不愿付费,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 元以下,直播打赏,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:49:15,2022-02-04 10:51:51,02分36秒,四川省,,223.104.217.99,Chrome 88.0.4324.93,Android Linux 10
369,E_307_61bea77033f0c464c873ac14_2IDNxETM,19-29 岁,男,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,初音未来|柳叶熙,娱乐消费，能够带来快乐|不会塌房，追星更加稳定,花过，501 元到 1000 元,每月 50 到 200 元,直播打赏|代言品牌|漫画等周边,直播打赏|代言品牌|漫画等周边,虚拟偶像种类:44.0|相关产品的丰富度:48.0|付费价格:8.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:49:23,2022-02-04 10:52:05,02分42秒,山东省,潍坊市,119.183.243.79,Chrome 62.0.3202.84,Android Linux 8.1.0
370,E_307_61dd90c31b2425f1876f3358_2IDNxETM,30-45 岁,男,大专,5000-9999 元,西南地区（包括重庆、程度、云南、贵州、西藏）,普通职员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,亲朋好友的推荐及评价,每月 50 元以下,游戏,不太清楚,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 10:49:24,2022-02-04 10:52:14,02分50秒,云南省,红河哈尼族彝族自治州,183.225.103.234,Unknown Browser,iPhone iOS 15.2.1
371,E_307_603df0da33f0c4bb32854a6a_2IDNxETM,19-29 岁,女,本科,2000 元以下,华南地区(包括广东、广西、海南、澳门、香港),学生,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 元以下,漫画等周边,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:47:56,2022-02-04 10:52:17,04分21秒,江西省,南昌市,118.212.190.209,Chrome 83.0.4103.106,Android Linux 10
372,E_307_61fc934233f0c4d244203c3c_2IDNxETM,19-29 岁,女,初中及以下,2000 元以下,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通工人,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,虚拟偶像的外型设计,每月 50 元以下,代言品牌,创立阶段，虚拟偶像种类不多，相关的产品也不多,不太清楚,不会，更喜欢追求真人明星,一般，流量明星仍然是占据主流,2022-02-04 10:49:46,2022-02-04 10:52:18,02分32秒,江西省,上饶市,183.219.4.77,Chrome 83.0.4103.106,Android Linux 11
373,E_307_5fa0d2be76548004a35736a0_2IDNxETM,19-29 岁,男,本科,2000-4999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通工人,洛天依,不会塌房，追星更加稳定,花过，200至 500 元,每月 50 元以下,代言品牌,代言品牌|线上/线下 演唱会,虚拟偶像种类:37.0|相关产品的丰富度:54.0|付费价格:9.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 10:49:45,2022-02-04 10:52:19,02分34秒,北京市,北京市,221.222.20.108,Chrome 55.0.2883.91,Android Linux 7.1.1
374,E_307_5f2a7adec461311a04dc5d8e_2IDNxETM,30-45 岁,女,本科,15001-20000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),个体经营者/承包商,初音未来|洛天依,娱乐消费，能够带来快乐|审美需要,花过，200 元以下,每月 50 元以下,直播打赏|游戏,直播打赏|游戏,虚拟偶像种类:44.0|相关产品的丰富度:29.0|付费价格:9.0|其他:18.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:49:03,2022-02-04 10:52:34,03分31秒,浙江省,绍兴市,39.170.228.12,Chrome 88.0.4324.93,Android Linux 10
375,E_307_5b7fdc87c1a87d2a047d9158_2IDNxETM,30-45 岁,男,本科,5000-9999 元,华中地区(包括湖北、湖南、河南),企业管理人员,初音未来,不会塌房，追星更加稳定,花过，501 元到 1000 元,不愿付费,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,不愿付费（跳转 14 题）,直播打赏,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,没有,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 10:49:55,2022-02-04 10:52:40,02分45秒,湖南省,衡阳市,59.51.51.114,Chrome 77.0.3865.92,Android Linux 10
376,E_307_5acd987fc1a87d1966c92436_2IDNxETM,19-29 岁,女,大专,2000-4999 元,华中地区(包括湖北、湖南、河南),普通职员,初音未来|洛天依,娱乐消费，能够带来快乐|精神寄托,花过，200 元以下,每月 50 元以下,代言品牌|漫画等周边|游戏,漫画等周边|游戏,虚拟偶像种类:49.0|相关产品的丰富度:10.0|付费价格:37.0|其他:4.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:50:18,2022-02-04 10:52:48,02分30秒,河南省,南阳市,42.234.121.108,Chrome 90.0.4430.210,Android Linux 11
377,E_307_518a6da5ffb53a74c1405d07_2IDNxETM,30-45 岁,男,本科,10000-15000 元,华北地区(包括北京、天津、河北、山西、内蒙古),普通职员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,每月 50 元以下,漫画等周边,创立阶段，虚拟偶像种类不多，相关的产品也不多,不太清楚,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:49:50,2022-02-04 10:52:48,02分58秒,北京市,北京市,103.110.93.77,Chrome 83.0.4103.106,Android Linux 11
378,E_307_605dc80833f0c493441400b4_2IDNxETM,30-45 岁,女,本科,5000-9999 元,华中地区(包括湖北、湖南、河南),普通工人,洛天依,精神寄托,花过，1000 元以上,每月 201 至 500 元,漫画等周边,漫画等周边,虚拟偶像种类:46.0|相关产品的丰富度:54.0|付费价格:0.0|其他:0.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 10:48:34,2022-02-04 10:53:00,04分26秒,浙江省,杭州市,112.17.240.142,Chrome 86.0.4240.99,Android Linux 10
379,E_307_61a1938e1b242552774112d8_2IDNxETM,30-45 岁,男,本科,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),政府/事业单位人员,我只听说过，但是没有消费过,,,,,,,不一定，因为我还没有进一步消费体验,有，我需要虚拟偶像。,虚拟偶像产品的质量和丰富度,每月 50 元以下,漫画等周边,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:50:29,2022-02-04 10:53:00,02分31秒,山东省,济南市,117.136.93.139,Chrome 92.0.4515.131,Android Linux 12
380,E_307_61f95f8d1b2425ff3d9f99d4_2IDNxETM,30-45 岁,女,本科,2000-4999 元,东北地区（包括黑龙江、吉林、辽宁）,政府/事业单位人员,初音未来,娱乐消费，能够带来快乐,花过，200 元以下,每月 201 至 500 元,代言品牌|漫画等周边|游戏,代言品牌|漫画等周边,虚拟偶像种类:17.0|相关产品的丰富度:40.0|付费价格:33.0|其他:10.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:50:41,2022-02-04 10:53:14,02分33秒,吉林省,长春市,139.215.45.118,Chrome 88.0.4324.93,Android Linux 10
381,E_307_6125953033f0c40b772f4108_2IDNxETM,19-29 岁,男,本科,2000 元以下,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),学生,初音未来|洛天依|A-SOUL（嘉然今天吃什么）,娱乐消费，能够带来快乐|不会塌房，追星更加稳定,花过，1000 元以上,每月 50 到 200 元,直播打赏|漫画等周边,直播打赏|代言品牌|漫画等周边,虚拟偶像种类:41.0|相关产品的丰富度:30.0|付费价格:29.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,有一小部分人,会，虚拟偶像不容易塌房。,一般，流量明星仍然是占据主流,2022-02-04 10:50:47,2022-02-04 10:53:15,02分28秒,浙江省,杭州市,39.183.113.9,Unknown Browser,iPhone iOS 15.2
382,E_307_6110f2191b242516e8737556_2IDNxETM,19-29 岁,男,本科,2000 元以下,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),学生,初音未来|洛天依,娱乐消费，能够带来快乐|精神寄托,花过，200至 500 元,每月 50 元以下,漫画等周边|线上/线下 演唱会|游戏,漫画等周边|线上/线下 演唱会|游戏,虚拟偶像种类:34.0|相关产品的丰富度:34.0|付费价格:25.0|其他:7.0,,,,,,创立阶段，虚拟偶像种类不多，相关的产品也不多,有一小部分人,视具体情况而定，愿意同时接受两种偶像方式,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:50:51,2022-02-04 10:53:21,02分30秒,河北省,邢台市,183.199.206.134,Chrome 88.0.4324.93,Android Linux 10
383,E_307_608bf3a41b24258d869458d0_2IDNxETM,30-45 岁,女,本科,10000-15000 元,华中地区(包括湖北、湖南、河南),企业管理人员,洛天依,不会塌房，追星更加稳定,花过，501 元到 1000 元,每月 50 到 200 元,游戏,线上/线下 演唱会,虚拟偶像种类:13.0|相关产品的丰富度:87.0|付费价格:0.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,视具体情况而定，愿意同时接受两种偶像方式,一般，流量明星仍然是占据主流,2022-02-04 10:50:52,2022-02-04 10:53:21,02分29秒,浙江省,杭州市,36.28.95.29,Chrome 86.0.4240.99,Android Linux 10
384,E_307_6095debd33f0c4fc48afe063_2IDNxETM,30-45 岁,男,本科,10000-15000 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,初音未来|洛天依,娱乐消费，能够带来快乐|不会塌房，追星更加稳定,花过，501 元到 1000 元,每月 50 到 200 元,直播打赏|代言品牌|漫画等周边,直播打赏|代言品牌|漫画等周边,虚拟偶像种类:39.0|相关产品的丰富度:41.0|付费价格:20.0|其他:0.0,,,,,,扩张阶段，设置相对完善，用户数量持续增加，发展状况良好，前景广阔,已经成为一种潮流,会，虚拟偶像不容易塌房。,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 10:50:55,2022-02-04 10:53:28,02分33秒,山东省,青岛市,117.136.92.105,Chrome 77.0.3865.92,Android Linux 10
385,E_307_608fb3ee33f0c4f234917fad_2IDNxETM,19-29 岁,女,大专,5000-9999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),企业管理人员,初音未来|洛天依|A-SOUL（嘉然今天吃什么）,娱乐消费，能够带来快乐|精神寄托|审美需要,花过，200至 500 元,每月 50 到 200 元,代言品牌|漫画等周边|线上/线下 演唱会|游戏,代言品牌|漫画等周边|线上/线下 演唱会|游戏,虚拟偶像种类:23.0|相关产品的丰富度:23.0|付费价格:39.0|其他:15.0,,,,,,成熟阶段，设置完善，已经成为了大多数人锻炼健身、科学饮食的首选,有一小部分人,会，虚拟偶像不容易塌房。,有较好的发展前景，因为互联网和元宇宙的进步发展，虚拟偶像会进一步扩大影响力,2022-02-04 10:51:01,2022-02-04 10:53:32,02分31秒,,,39.144.169.17,Chrome 83.0.4103.106,Android Linux 11
386,E_307_619bb3041b24255279412e95_2IDNxETM,30-45 岁,女,大专,2000-4999 元,华东地区(包括山东、江苏、安徽、浙江、江西、福建、上海、台湾),普通职员,我只听说过，但是没有消费过,,,,,,,不可以，虚拟偶像根本无法满足需求,没有，我觉得不需要虚拟偶像,虚拟偶像产品的质量和丰富度,不愿付费（跳转 14 题）,漫画等周边,创立阶段，虚拟偶像种类不多，相关的产品也不多,没有,不会，更喜欢追求真人明星,没有什么发展前景，虚拟偶像面向的群体很薄弱且小众,2022-02-04 10:51:01,2022-02-04 10:53:36,02分35秒,上海市,上海市,117.136.120.148,Unknown Browser,iPhone iOS 15.3
